URL,TIPO DE ENTIDAD,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES,URL DE ACCESO
https://datos.gob.es/catalogo/l01082798-poblacion-por-distrito-barrio-edades-ano-a-ano-y-sexo1,dataset,https://opendata.terrassa.cat/dataset/poblacio-per-districte-barri-edats-any-a-any-i-sexe,"[es]Población por distrito, barrio, edades (año a año) y sexo[en]opulation by district, quarter, age (year by year) and gender[ca]Població per districte, barri, edats (any a any) i sexe","[es]Población por distrito, barrio, edades (año a año) y sexo[en]Population by district, quarter, age (year by year) and gender[ca]Població per districte, barri, edats (any a any) i sexe",Demografía,[es]age//barri//barrio//district//districte//distrito//edad//edat//neighborhood//població//población//population//sex//sexe//sexo,2020-06-22T00:00:00+0200,,[TYPE]http://www.w3.org/2006/time#years[VALUE]1,http://publications.europa.eu/resource/authority/language/SPA//http://publications.europa.eu/resource/authority/language/ENG//http://publications.europa.eu/resource/authority/language/CAT,Ayuntamiento de Terrassa,http://www.opendefinition.org/licenses/cc-by,,,,,,"[TITLE_es]Població per districte, barri, edad i sexe[TITLE_en]Població per districte, barri, edad i sexe[TITLE_ca]Població per districte, barri, edad i sexe[ACCESS_URL]https://opendata.terrassa.cat/dataset/2f55a27d-172e-40d6-a2cc-0a036dd58955/resource/29742f3e-11ad-4146-acd3-a18ea20ce811/download/actual_poblacio_districte_barri_edats_sexe.csv[MEDIA_TYPE]CSV",
